pr_number,title,state,submitter,submitter_repos,submitter_company,created_at,merged_at,updated_at,html_url,domain_primary,domain_secondary,category,description,tech_stack,has_agent_card,has_resolved_sh,has_llms_txt,scrape_title,scrape_desc,is_deprecation,notes,enriched
1546,fix: update Spraay website URL to docs page,closed,plagtech,,,2026-03-10,2026-03-10T07:15:21Z,2026-03-10T07:15:21Z,https://github.com/coinbase/x402/pull/1546,,,,,,,,,,,,,False
1543,Add solana-pay-x402 to ecosystem (Infrastructure & Tooling),closed,sanniekwan1214,,,2026-03-10,2026-03-10T07:56:52Z,2026-03-10T07:56:52Z,https://github.com/coinbase/x402/pull/1543,,,,,,,,,,,,,False
1541,Add Arch AI Tools to ecosystem,closed,Deesmo,,,2026-03-10,2026-03-17T19:45:36Z,2026-03-17T19:45:36Z,https://github.com/coinbase/x402/pull/1541,,,,,,,,,,,,,False
1540,test: improve crypto portability and coverage in sign-in-with-x tests,closed,0xAxiom,,,2026-03-10,,2026-03-10T00:41:36Z,https://github.com/coinbase/x402/pull/1540,,,,,,,,,,,,,False
1539,Add Stakevia to ecosystem (Client-Side Integrations),closed,sanniekwan1214,,,2026-03-10,2026-03-11T01:59:58Z,2026-03-11T01:59:58Z,https://github.com/coinbase/x402/pull/1539,,,,,,,,,,,,,False
1538,Add Octomil to ecosystem (Services/Endpoints),closed,sbangalore,,,2026-03-10,2026-03-11T02:06:06Z,2026-03-11T02:06:06Z,https://github.com/coinbase/x402/pull/1538,,,,,,,,,,,,,False
1537,Add settle402 facilitator to ecosystem,open,sbangalore,,,2026-03-09,,2026-03-11T01:54:20Z,https://github.com/coinbase/x402/pull/1537,,,,,,,,,,,,,False
1536,feat: add SENTINEL AML/CFT compliance partner to x402 ecosystem,closed,INJprotocol,,,2026-03-09,,2026-03-12T12:11:51Z,https://github.com/coinbase/x402/pull/1536,,,,,,,,,,,,,False
1535,feat: add anybrowse to ecosystem,closed,kc23go,,,2026-03-09,,2026-03-11T11:35:37Z,https://github.com/coinbase/x402/pull/1535,,,,,,,,,,,,,False
1534,feat: add Social Intel API to ecosystem directory,closed,0xAxiom,,,2026-03-09,,2026-03-10T00:01:59Z,https://github.com/coinbase/x402/pull/1534,,,,,,,,,,,,,False
1530,feat: add x402charity to ecosystem partners directory,closed,0xAxiom,,,2026-03-09,,2026-03-09T07:24:29Z,https://github.com/coinbase/x402/pull/1530,,,,,,,,,,,,,False
1529,feat(ecosystem): Add 0xArchive facilitator,closed,0xFantomMenace,,,2026-03-09,2026-03-09T19:35:37Z,2026-03-09T19:35:37Z,https://github.com/coinbase/x402/pull/1529,,,,,,,,,,,,,False
1528,Add MolTrust to ecosystem,open,MoltyCel,,,2026-03-09,,2026-03-23T11:10:09Z,https://github.com/coinbase/x402/pull/1528,,,,,,,,,,,,,False
1525,Add SEC EDGAR and FDA Regulatory APIs to ecosystem,open,ocdigitalco,,,2026-03-08,,2026-03-10T01:41:11Z,https://github.com/coinbase/x402/pull/1525,,,,,,,,,,,,,False
1524,feat: add x402bazaar.org to ecosystem — marketplace for monetized AI APIs,closed,Wintyx57,,,2026-03-08,,2026-03-08T23:03:25Z,https://github.com/coinbase/x402/pull/1524,,,,,,,,,,,,,False
1523,feat: add x402 Bazaar to ecosystem,closed,Wintyx57,,,2026-03-08,,2026-03-09T19:31:36Z,https://github.com/coinbase/x402/pull/1523,,,,,,,,,,,,,False
1522,feat(ecosystem): add AI Security Guard,closed,moebius-ansa,,,2026-03-08,2026-03-09T19:44:44Z,2026-03-09T19:44:45Z,https://github.com/coinbase/x402/pull/1522,,,,,,,,,,,,,False
1521,ecosystem: add BV-7X Bitcoin oracle,open,Mischa0x,,,2026-03-08,,2026-03-09T19:30:44Z,https://github.com/coinbase/x402/pull/1521,,,,,,,,,,,,,False
1520,ecosystem: add AgentEconomy Compliance API,open,Piwe,,,2026-03-08,,2026-03-21T05:05:41Z,https://github.com/coinbase/x402/pull/1520,,,,,,,,,,,,,False
1518,feat: add Alpha AI Agent to ecosystem,open,airdrop-alpha,,,2026-03-08,,2026-03-10T07:46:13Z,https://github.com/coinbase/x402/pull/1518,,,,,,,,,,,,,False
1517,Add Robtex to x402 ecosystem,closed,robtex,,,2026-03-08,2026-03-09T19:41:45Z,2026-03-09T19:41:46Z,https://github.com/coinbase/x402/pull/1517,,,,,,,,,,,,,False
1515,Add Augur to the ecosystem directory,closed,JleviEderer,,,2026-03-08,2026-03-09T20:47:13Z,2026-03-09T20:49:57Z,https://github.com/coinbase/x402/pull/1515,,,,,,,,,,,,,False
1513,Add Obol — x402-gated AI code generation (Services/Endpoints),closed,obol-sh,,,2026-03-08,2026-03-09T21:31:33Z,2026-03-13T02:58:53Z,https://github.com/coinbase/x402/pull/1513,,,,,,,,,,,,,False
1509,feat: add ClawAgent to ecosystem,open,zaq2989,,,2026-03-07,,2026-03-12T18:12:28Z,https://github.com/coinbase/x402/pull/1509,,,,,,,,,,,,,False
1505,feat: add agentwallet-sdk to ecosystem directory,closed,0xAxiom,,,2026-03-07,,2026-03-07T07:29:46Z,https://github.com/coinbase/x402/pull/1505,,,,,,,,,,,,,False
1490,Add AskClaude to ecosystem,closed,pvega23,,,2026-03-07,2026-03-10T23:52:38Z,2026-03-10T23:52:38Z,https://github.com/coinbase/x402/pull/1490,,,,,,,,,,,,,False
1486,Add ActionGate to x402 Ecosystem,closed,eddiedotdev,,,2026-03-06,2026-03-09T19:40:50Z,2026-03-09T19:40:50Z,https://github.com/coinbase/x402/pull/1486,,,,,,,,,,,,,False
1483,"chore: update Spraay ecosystem listing (62 endpoints, GPU/Compute, Search/RAG)",closed,plagtech,,,2026-03-06,2026-03-09T19:38:34Z,2026-03-09T19:38:34Z,https://github.com/coinbase/x402/pull/1483,,,,,,,,,,,,,False
1481,Add SENTINEL AML/CFT Compliance Intelligence to ecosystem,closed,INJprotocol,,,2026-03-06,,2026-03-09T21:26:12Z,https://github.com/coinbase/x402/pull/1481,,,,,,,,,,,,,False
1480,Add Soundside to ecosystem — MCP-native AI media generation with x402,closed,hackthemarket,,,2026-03-06,2026-03-09T19:42:36Z,2026-03-09T19:42:36Z,https://github.com/coinbase/x402/pull/1480,,,,,,,,,,,,,False
1478,Add Idapixl Cortex to ecosystem directory,closed,idapixl,,,2026-03-06,2026-03-10T23:51:10Z,2026-03-10T23:51:10Z,https://github.com/coinbase/x402/pull/1478,,,,,,,,,,,,,False
1476,Add Azeth to x402 ecosystem — Infrastructure & Tooling,open,0xtus,,,2026-03-06,,2026-03-09T19:29:34Z,https://github.com/coinbase/x402/pull/1476,,,,,,,,,,,,,False
1472,site(ecosystem): add Finance District Prism to Infrastructure & Tooling,open,rachidjarray-hk-qa-fdt,,,2026-03-06,,2026-03-09T19:29:29Z,https://github.com/coinbase/x402/pull/1472,,,,,,,,,,,,,False
1462,Add Web3 Signals to ecosystem directory,open,manavaga,,,2026-03-05,,2026-03-09T19:29:23Z,https://github.com/coinbase/x402/pull/1462,,,,,,,,,,,,,False
1457,Add Agent Action Receipt (AAR) spec — complementary trust layer for x402,open,Cyberweasel777,,,2026-03-05,,2026-03-09T19:29:18Z,https://github.com/coinbase/x402/pull/1457,,,,,,,,,,,,,False
1456,Add Run402 to ecosystem,closed,MajorTal,,,2026-03-05,2026-03-10T23:54:38Z,2026-03-11T16:26:44Z,https://github.com/coinbase/x402/pull/1456,,,,,,,,,,,,,False
1444,feat(ecosystem): update DJD Agent Score — production URL and expanded description,open,JacobsCounsel,,,2026-03-04,,2026-03-09T19:29:06Z,https://github.com/coinbase/x402/pull/1444,,,,,,,,,,,,,False
1441,"feat: Add Swarmrails Bittensor x402 gateway to ecosystem""",open,wizerai1111,,,2026-03-04,,2026-03-09T19:14:04Z,https://github.com/coinbase/x402/pull/1441,,,,,,,,,,,,,False
1440,feat: add FilX to x402 ecosystem (Services/Endpoints),open,filx-io,,,2026-03-04,,2026-03-09T19:28:53Z,https://github.com/coinbase/x402/pull/1440,,,,,,,,,,,,,False
1438,ecosystem: add BotIndex — Crypto market intelligence API with predictive signals,open,Cyberweasel777,,,2026-03-04,,2026-03-18T17:05:55Z,https://github.com/coinbase/x402/pull/1438,,,,,,,,,,,,,False
1435,Add DarthClaw VRF to ecosystem (Services/Endpoints),closed,amanning3390,,,2026-03-03,,2026-03-15T04:09:50Z,https://github.com/coinbase/x402/pull/1435,,,,,,,,,,,,,False
1434,feat(ecosystem): Add payable.link to ecosystem,open,ilkaydnc,,,2026-03-03,,2026-03-04T09:38:20Z,https://github.com/coinbase/x402/pull/1434,,,,,,,,,,,,,False
1431,Add x402 On-Chain Data API to ecosystem — Services/Endpoints,closed,0xEtherial,,,2026-03-03,,2026-03-15T04:09:30Z,https://github.com/coinbase/x402/pull/1431,,,,,,,,,,,,,False
1426,Add Bloomfilter to ecosystem,closed,Eronmmer,,,2026-03-03,2026-03-03T21:54:18Z,2026-03-03T21:54:18Z,https://github.com/coinbase/x402/pull/1426,,,,,,,,,,,,,False
1420,Add Agent Camo to ecosystem,closed,hunterg325,,,2026-03-03,2026-03-03T20:20:05Z,2026-03-03T20:20:05Z,https://github.com/coinbase/x402/pull/1420,,,,,,,,,,,,,False
1415,Add Renderly — Web Content Extraction API,open,silent-architects,,,2026-03-02,,2026-03-03T19:14:43Z,https://github.com/coinbase/x402/pull/1415,,,,,,,,,,,,,False
1414,Add x402drop to ecosystem directory,open,yujingr,,,2026-03-02,,2026-03-03T19:14:56Z,https://github.com/coinbase/x402/pull/1414,,,,,,,,,,,,,False
1411,chore: update AgentlyHQ's new url,closed,gjj,,,2026-03-02,2026-03-02T07:43:59Z,2026-03-02T07:43:59Z,https://github.com/coinbase/x402/pull/1411,,,,,,,,,,,,,False
1409,Add APIMesh to ecosystem,closed,mbeato,,,2026-03-02,,2026-03-29T02:02:32Z,https://github.com/coinbase/x402/pull/1409,,,,,,,,,,,,,False
1403,feat(ecosystem): Add Agoragentic — Agent-to-Agent Marketplace with x402 Gateway,closed,rhein1,,,2026-03-01,2026-03-03T19:55:31Z,2026-03-17T02:26:26Z,https://github.com/coinbase/x402/pull/1403,,,,,,,,,,,,,False
1400,Add OpenClaw MCP Tools to ecosystem,closed,yedanyagamiai-cmd,,,2026-03-01,,2026-03-08T07:21:38Z,https://github.com/coinbase/x402/pull/1400,,,,,,,,,,,,,False
1399,feat(ecosystem): add Kevros AI governance gateway,closed,jmcgraw434,,,2026-03-01,2026-03-03T19:51:25Z,2026-03-03T19:51:25Z,https://github.com/coinbase/x402/pull/1399,,,,,,,,,,,,,False
1397,feat: add SparkForge to ecosystem,closed,henry-ships,,,2026-02-28,,2026-03-15T04:08:38Z,https://github.com/coinbase/x402/pull/1397,,,,,,,,,,,,,False
1396,feat(ecosystem): add EruditePay,open,EruditeIntelligence,,,2026-02-28,,2026-03-03T19:16:24Z,https://github.com/coinbase/x402/pull/1396,,,,,,,,,,,,,False
1393,feat(ecosystem): add EruditePay,closed,EruditeIntelligence,,,2026-02-28,,2026-02-28T21:42:33Z,https://github.com/coinbase/x402/pull/1393,,,,,,,,,,,,,False
1392,feat(ecosystem): add EruditePay,closed,EruditeIntelligence,,,2026-02-28,,2026-02-28T20:37:14Z,https://github.com/coinbase/x402/pull/1392,,,,,,,,,,,,,False
1389,site(ecosystem): add Mycelia Signal to Services/Endpoints,closed,jonathanbulkeley,,,2026-02-28,2026-03-03T21:56:13Z,2026-03-03T21:56:13Z,https://github.com/coinbase/x402/pull/1389,,,,,,,,,,,,,False
1386,Add TokenSafe to ecosystem,closed,ampactor,,,2026-02-28,,2026-03-03T20:07:51Z,https://github.com/coinbase/x402/pull/1386,,,,,,,,,,,,,False
1385,Add HedgeAlphaOracle and EventAlphaOracle to x402 ecosystem,closed,Nurse2Web3,,,2026-02-28,,2026-03-15T04:07:38Z,https://github.com/coinbase/x402/pull/1385,,,,,,,,,,,,,False
1382,Add AI Site Scorer to x402 ecosystem — pay-per-use AI/LLM readiness analyzer,closed,aleks1k,,,2026-02-27,,2026-03-15T04:07:10Z,https://github.com/coinbase/x402/pull/1382,,,,,,,,,,,,,False
1381,ecosystem: add ClawPay MCP — non-custodial x402 payment layer for AI agents,closed,up2itnow0822,,,2026-02-27,2026-03-03T19:06:57Z,2026-03-03T19:06:58Z,https://github.com/coinbase/x402/pull/1381,,,,,,,,,,,,,False
1374,Add twit.sh to x402 ecosystem,closed,etherlect,,,2026-02-27,2026-02-27T20:59:03Z,2026-03-02T04:31:16Z,https://github.com/coinbase/x402/pull/1374,,,,,,,,,,,,,False
1365,feat: add Maiat Protocol to ecosystem (trust gate service),open,JhiNResH,,,2026-02-27,,2026-03-12T20:01:14Z,https://github.com/coinbase/x402/pull/1365,,,,,,,,,,,,,False
1363,fix(ecosystem): correct tollbooth logo filename,closed,Loa212,,,2026-02-26,2026-02-26T20:44:59Z,2026-02-26T20:44:59Z,https://github.com/coinbase/x402/pull/1363,,,,,,,,,,,,,False
1362,feat(ecosystem): add OmniAudit security scanner,closed,legarams,,,2026-02-26,,2026-03-15T04:05:06Z,https://github.com/coinbase/x402/pull/1362,,,,,,,,,,,,,False
1361,feat: add Kurier to x402 ecosystem,closed,jmontesdeocanuez,,,2026-02-26,2026-02-26T18:54:06Z,2026-02-26T18:54:06Z,https://github.com/coinbase/x402/pull/1361,,,,,,,,,,,,,False
1358,Add CryptoGuard to x402 ecosystem (Services/Endpoints),open,gpartin,,,2026-02-26,,2026-03-11T19:58:51Z,https://github.com/coinbase/x402/pull/1358,,,,,,,,,,,,,False
1354,Add Laso Finance to x402 Ecosystem,closed,huntermonk,,,2026-02-26,2026-02-26T19:12:53Z,2026-02-26T19:12:53Z,https://github.com/coinbase/x402/pull/1354,,,,,,,,,,,,,False
1353,Add Laso Finance to x402 ecosystem,closed,huntermonk,,,2026-02-26,,2026-02-26T05:21:06Z,https://github.com/coinbase/x402/pull/1353,,,,,,,,,,,,,False
1352,feat(ecosystem): add Agent Economy — AI crypto intelligence API with x402 micropayments,closed,elnawk,,,2026-02-26,,2026-03-15T04:04:14Z,https://github.com/coinbase/x402/pull/1352,,,,,,,,,,,,,False
1351,feat: add Aegis402 — pay-per-request blockchain security API for AI agents,closed,SwiftAdviser,,,2026-02-26,,2026-03-15T04:03:48Z,https://github.com/coinbase/x402/pull/1351,,,,,,,,,,,,,False
1347,Add DiamondClaws DeFi Intelligence to ecosystem,closed,dillonaux,,,2026-02-26,2026-03-03T19:10:38Z,2026-03-03T19:10:38Z,https://github.com/coinbase/x402/pull/1347,,,,,,,,,,,,,False
1342,ecosystem: add ClawPay MCP — non-custodial x402 payment layer for AI agents,closed,up2itnow0822,,,2026-02-25,,2026-02-27T05:47:05Z,https://github.com/coinbase/x402/pull/1342,,,,,,,,,,,,,False
1341,Add WaveGuard to x402 ecosystem (Services/Endpoints),closed,gpartin,,,2026-02-25,,2026-03-08T09:24:42Z,https://github.com/coinbase/x402/pull/1341,,,,,,,,,,,,,False
1335,Add PayRail402 to ecosystem,closed,rsquaredsolutions2026,,,2026-02-25,,2026-03-08T09:24:13Z,https://github.com/coinbase/x402/pull/1335,,,,,,,,,,,,,False
1324,updated logo,closed,cal-cmd,,,2026-02-24,2026-02-25T02:15:09Z,2026-02-25T02:15:09Z,https://github.com/coinbase/x402/pull/1324,,,,,,,,,,,,,False
1323,ecosystem: add Kimchi Premium API,closed,leadbrain,,,2026-02-24,,2026-03-08T09:23:57Z,https://github.com/coinbase/x402/pull/1323,,,,,,,,,,,,,False
1321,"Add PlanetExpress to ecosystem - AI Agent Marketplace, Services/Endpoints",closed,timowhite88,,,2026-02-24,,2026-02-24T03:58:26Z,https://github.com/coinbase/x402/pull/1321,,,,,,,,,,,,,False
1320,Add Farnsworth to ecosystem — agent infrastructure with x402 payments,closed,timowhite88,,,2026-02-24,2026-02-25T19:26:52Z,2026-02-25T19:26:52Z,https://github.com/coinbase/x402/pull/1320,,,,,,,,,,,,,False
1319,ecosystem: add ZeroDarkThirty Agent Services,closed,ZerodarkthirtyHQ,,,2026-02-24,,2026-03-08T09:23:33Z,https://github.com/coinbase/x402/pull/1319,,,,,,,,,,,,,False
1316,Add Bitrefill to x402 ecosystem,closed,wille,,,2026-02-23,2026-02-25T19:28:08Z,2026-02-25T19:28:08Z,https://github.com/coinbase/x402/pull/1316,,,,,,,,,,,,,False
1315,Add Renderly — Web Content Extraction API,closed,silent-architects,,,2026-02-23,,2026-03-01T03:21:23Z,https://github.com/coinbase/x402/pull/1315,,,,,,,,,,,,,False
1303,feat(ecosystem): add DJD Agent Score,closed,jacobsd32-cpu,,,2026-02-22,2026-02-25T19:26:24Z,2026-02-25T19:26:24Z,https://github.com/coinbase/x402/pull/1303,,,,,,,,,,,,,False
1298,Add Ordiscan to ecosystem list,closed,t4t5,,,2026-02-22,2026-02-24T00:22:20Z,2026-02-24T00:22:20Z,https://github.com/coinbase/x402/pull/1298,,,,,,,,,,,,,False
1292,Add Robtex to x402 ecosystem,closed,robtex,,,2026-02-21,,2026-03-08T09:23:13Z,https://github.com/coinbase/x402/pull/1292,,,,,,,,,,,,,False
1291,Add Robtex to ecosystem directory,closed,robtex,,,2026-02-21,,2026-02-21T17:34:01Z,https://github.com/coinbase/x402/pull/1291,,,,,,,,,,,,,False
1289,Add Algorand Ecosystem Resources,closed,emg110,,,2026-02-21,2026-02-23T09:19:23Z,2026-02-23T09:32:20Z,https://github.com/coinbase/x402/pull/1289,,,,,,,,,,,,,False
1288,Add Verse — x402 micropayment-gated consultation service,closed,verseagent,,,2026-02-21,,2026-02-21T10:12:55Z,https://github.com/coinbase/x402/pull/1288,,,,,,,,,,,,,False
1287,Add Verse — x402 calibrated prediction consultation service,closed,verseagent,,,2026-02-21,,2026-02-21T10:08:33Z,https://github.com/coinbase/x402/pull/1287,,,,,,,,,,,,,False
1282,Add Price Watcher x402 listing + logo,closed,mooniesai,,,2026-02-21,,2026-02-23T01:15:03Z,https://github.com/coinbase/x402/pull/1282,,,,,,,,,,,,,False
1281,Add Price Watcher x402 listing + logo,closed,mooniesai,,,2026-02-21,,2026-03-11T16:48:10Z,https://github.com/coinbase/x402/pull/1281,,,,,,,,,,,,,False
1278,site(ecosystem): add Spraay x402 Gateway to Services/Endpoints,closed,plagtech,,,2026-02-20,2026-02-24T00:04:27Z,2026-02-24T00:04:27Z,https://github.com/coinbase/x402/pull/1278,,,,,,,,,,,,,False
1270,Add AnyBrowse to Ecosystem,closed,kc23go,,,2026-02-20,,2026-03-09T19:51:41Z,https://github.com/coinbase/x402/pull/1270,,,,,,,,,,,,,False
1263,Add MoonMaker to x402 ecosystem partners,open,Sol-agent,,,2026-02-20,,2026-02-24T15:36:20Z,https://github.com/coinbase/x402/pull/1263,,,,,,,,,,,,,False
1259,Add Orac — AI agent security and trust scoring APIs,closed,Orac-G,,,2026-02-20,2026-02-25T19:27:43Z,2026-02-25T19:27:43Z,https://github.com/coinbase/x402/pull/1259,,,,,,,,,,,,,False
1258,feat: Add THRYX to x402 ecosystem,closed,lordbasilaiassistant-sudo,,,2026-02-20,,2026-03-08T09:20:52Z,https://github.com/coinbase/x402/pull/1258,,,,,,,,,,,,,False
1257,Add EntRoute to x402 ecosystem,closed,devtoship,,,2026-02-19,2026-02-23T10:48:54Z,2026-02-23T10:48:54Z,https://github.com/coinbase/x402/pull/1257,,,,,,,,,,,,,False
1248,feat: Add xpay Facilitator to ecosystem,closed,sriakula1,,,2026-02-19,2026-02-25T14:43:39Z,2026-02-25T14:43:39Z,https://github.com/coinbase/x402/pull/1248,,,,,,,,,,,,,False
1246,feat(ecosystem): add tollbooth - OSS x402 API gateway,closed,Loa212,,,2026-02-19,2026-02-26T19:51:12Z,2026-02-26T20:05:10Z,https://github.com/coinbase/x402/pull/1246,,,,,,,,,,,,,False
1239,feat(ecosystem): add Pylon — x402-payable utility APIs for AI agents,closed,seanthorne10,,,2026-02-18,,2026-03-08T09:20:33Z,https://github.com/coinbase/x402/pull/1239,,,,,,,,,,,,,False
1235,Add Rug Munch Intelligence to ecosystem (Services/Endpoints),closed,amarodeabreu,,,2026-02-18,2026-02-25T19:27:13Z,2026-02-25T19:27:14Z,https://github.com/coinbase/x402/pull/1235,,,,,,,,,,,,,False
1227,Add PolicyLayer to ecosystem,closed,s-a-m-a-i,,,2026-02-17,,2026-03-08T09:20:05Z,https://github.com/coinbase/x402/pull/1227,,,,,,,,,,,,,False
1221,ecosystem: add Ceaser Privacy Protocol,open,Zyra-V21,,,2026-02-17,,2026-02-18T00:48:17Z,https://github.com/coinbase/x402/pull/1221,,,,,,,,,,,,,False
1217,Add Apollo Intelligence Network to ecosystem,closed,bnmbnmai,,,2026-02-17,,2026-03-15T04:01:51Z,https://github.com/coinbase/x402/pull/1217,,,,,,,,,,,,,False
1216,feat: add Alfred's Digital Bazaar to ecosystem directory,closed,0xAxiom,,,2026-02-17,,2026-02-23T02:20:48Z,https://github.com/coinbase/x402/pull/1216,,,,,,,,,,,,,False
1211,Update Moltalyzer description to v1.3.0 (3 feeds),closed,jcislo,,,2026-02-17,2026-02-18T00:34:21Z,2026-02-18T00:34:21Z,https://github.com/coinbase/x402/pull/1211,,,,,,,,,,,,,False
1210,Update Moltalyzer ecosystem description for v1.3.0,closed,jcislo,,,2026-02-17,,2026-02-17T05:50:38Z,https://github.com/coinbase/x402/pull/1210,,,,,,,,,,,,,False
1207,ecosystem: add Agent Health Monitor,closed,moonshot-cyber,,,2026-02-16,2026-03-12T20:19:59Z,2026-03-12T20:19:59Z,https://github.com/coinbase/x402/pull/1207,,,,,,,,,,,,,False
1205,specs: add zk-relay scheme for privacy-preserving ZK payments,open,Zyra-V21,,,2026-02-16,,2026-02-17T18:07:36Z,https://github.com/coinbase/x402/pull/1205,,,,,,,,,,,,,False
1199,feat(ecosystem): add Pylon — 10+ x402-payable utility APIs for AI agents,closed,seanthorne10,,,2026-02-16,,2026-02-18T20:39:47Z,https://github.com/coinbase/x402/pull/1199,,,,,,,,,,,,,False
1197,Add PriceWatcher Ecomm Price Monitor API to x402 Ecosystem,closed,mooniesai,,,2026-02-16,,2026-02-19T17:59:06Z,https://github.com/coinbase/x402/pull/1197,,,,,,,,,,,,,False
1194,Add Postera to ecosystem - AI agent publishing platform,closed,0xAxiom,,,2026-02-15,2026-02-18T00:32:04Z,2026-02-18T00:32:04Z,https://github.com/coinbase/x402/pull/1194,,,,,,,,,,,,,False
1192,Add Rug Munch Intelligence to ecosystem,closed,amarodeabreu,,,2026-02-15,,2026-02-18T17:12:28Z,https://github.com/coinbase/x402/pull/1192,,,,,,,,,,,,,False
1190,Add serve402 to ecosystem — multi-service x402 agent gateway,closed,frank-clawd,,,2026-02-14,,2026-03-04T15:23:00Z,https://github.com/coinbase/x402/pull/1190,,,,,,,,,,,,,False
1188,Add the fretchen  facilitator to ecosystem,closed,fretchen,,,2026-02-14,2026-02-16T17:28:57Z,2026-02-16T17:28:57Z,https://github.com/coinbase/x402/pull/1188,,,,,,,,,,,,,False
1187,Add CrossFin to ecosystem directory,closed,bubilife1202,,,2026-02-14,,2026-03-08T09:08:14Z,https://github.com/coinbase/x402/pull/1187,,,,,,,,,,,,,False
1185,Add DropClaw to ecosystem — encrypted on-chain storage for AI agents,closed,timowhite88,,,2026-02-14,,2026-02-24T03:56:49Z,https://github.com/coinbase/x402/pull/1185,,,,,,,,,,,,,False
1184,Add DropClaw to ecosystem — encrypted on-chain storage for AI agents,closed,timowhite88,,,2026-02-14,,2026-02-14T06:01:31Z,https://github.com/coinbase/x402/pull/1184,,,,,,,,,,,,,False
1178,Add Agnic.AI project to the ecosystem list,closed,mahdi,,,2026-02-13,2026-02-14T22:25:15Z,2026-02-14T22:25:15Z,https://github.com/coinbase/x402/pull/1178,,,,,,,,,,,,,False
1174,Add ForgeElf to Ecosystem (Services/Endpoints),closed,0xcipherbot,,,2026-02-13,,2026-02-27T03:14:37Z,https://github.com/coinbase/x402/pull/1174,,,,,,,,,,,,,False
1170,Add RelAI Facilitator to ecosystem,closed,web3luka,,,2026-02-12,2026-02-13T07:34:52Z,2026-02-13T07:34:52Z,https://github.com/coinbase/x402/pull/1170,,,,,,,,,,,,,False
1167,Add invy to ecosystem,closed,illahi,,,2026-02-12,2026-02-12T04:35:42Z,2026-02-12T04:35:42Z,https://github.com/coinbase/x402/pull/1167,,,,,,,,,,,,,False
1162,feat(ecosystem): add xbird — BYOA Twitter/X API,closed,checkra1neth,,,2026-02-11,,2026-03-08T09:07:43Z,https://github.com/coinbase/x402/pull/1162,,,,,,,,,,,,,False
1160,Add MerchantGuard to ecosystem directory,closed,MerchantGuardOps,,,2026-02-11,2026-02-14T00:12:00Z,2026-02-14T00:12:01Z,https://github.com/coinbase/x402/pull/1160,,,,,,,,,,,,,False
1151,Add ouchanip x402 APIs to ecosystem,closed,ouchanip,,,2026-02-11,2026-02-12T16:41:19Z,2026-02-12T16:41:19Z,https://github.com/coinbase/x402/pull/1151,,,,,,,,,,,,,False
1150,feat: Add Text-2-ICS to x402 ecosystem,closed,citrus-claw,,,2026-02-10,,2026-03-02T13:06:52Z,https://github.com/coinbase/x402/pull/1150,,,,,,,,,,,,,False
1147,add: ClawdVine (services / endpoints),closed,imthatcarlos,,,2026-02-10,2026-02-10T23:25:11Z,2026-02-10T23:25:12Z,https://github.com/coinbase/x402/pull/1147,,,,,,,,,,,,,False
1146,Add Moltalyzer to ecosystem,closed,jcislo,,,2026-02-10,2026-02-10T23:29:18Z,2026-02-10T23:29:18Z,https://github.com/coinbase/x402/pull/1146,,,,,,,,,,,,,False
1144,Add Foldset to Ecosystem,closed,rfradkin-foldset,,,2026-02-10,2026-02-10T23:33:43Z,2026-02-10T23:33:43Z,https://github.com/coinbase/x402/pull/1144,,,,,,,,,,,,,False
1143,Add MerchantGuard to ecosystem directory,closed,ghost,,,2026-02-10,,2026-02-12T04:29:28Z,https://github.com/coinbase/x402/pull/1143,,,,,,,,,,,,,False
1141,Add dTelecom STT to ecosystem,closed,fffilimonov,,,2026-02-10,2026-02-10T17:27:51Z,2026-02-10T17:27:51Z,https://github.com/coinbase/x402/pull/1141,,,,,,,,,,,,,False
1137,Add x402engine to ecosystem directory,closed,agentc22,,,2026-02-10,2026-02-14T00:11:26Z,2026-02-14T00:11:26Z,https://github.com/coinbase/x402/pull/1137,,,,,,,,,,,,,False
1135,Add MerchantGuard to ecosystem directory,closed,ghost,,,2026-02-09,,2026-02-10T17:13:53Z,https://github.com/coinbase/x402/pull/1135,,,,,,,,,,,,,False
1129,feat: add Signet to ecosystem,closed,h1-hunt,,,2026-02-09,,2026-03-08T09:07:23Z,https://github.com/coinbase/x402/pull/1129,,,,,,,,,,,,,False
1126,Add JOULE Compute to ecosystem,closed,lumenbro,,,2026-02-09,,2026-03-01T03:53:21Z,https://github.com/coinbase/x402/pull/1126,,,,,,,,,,,,,False
1124,feat(ecosystem): Add emoji.today — daily emoji election with x402 voting,closed,bill-makes,,,2026-02-09,,2026-03-01T03:53:09Z,https://github.com/coinbase/x402/pull/1124,,,,,,,,,,,,,False
1123,Add OpSpawn Agent Payment Gateway to ecosystem,closed,fl-sean03,,,2026-02-09,,2026-02-10T17:16:29Z,https://github.com/coinbase/x402/pull/1123,,,,,,,,,,,,,False
1119,feat: Add x402 Engine to ecosystem showcase,closed,agentc22,,,2026-02-08,,2026-02-10T22:53:40Z,https://github.com/coinbase/x402/pull/1119,,,,,,,,,,,,,False
1117,Add PaySentry to ecosystem,closed,mkmkkkkk,,,2026-02-07,,2026-03-01T03:52:52Z,https://github.com/coinbase/x402/pull/1117,,,,,,,,,,,,,False
1116,feat(ecosystem): Add Protogen Weather API - AI agent-built x402 service,closed,maximus-claw,,,2026-02-07,,2026-03-01T03:52:04Z,https://github.com/coinbase/x402/pull/1116,,,,,,,,,,,,,False
